YEAR,MONTH,DAY,TMAX,TMIN
2017,8,19,33.4,23.8
2017,8,20,32.2,23.9
2017,8,21,29.8,24.5
2017,8,22,30.7,24.2
2017,8,23,29.5,24.6
2017,8,24,29.2,24
2017,8,25,30.2,23.4
2017,8,26,27.2,23.3
2017,8,27,32.6,24.6
2017,8,28,34.4,25.1
2017,8,29,33.2,25.2
2017,8,30,31.6,25.2
2017,8,31,29.4,24.2
2017,9,1,31.4,24.4
2017,9,2,33.8,25
2017,9,3,32.6,24.8
2017,9,4,33.7,25.4
2017,9,5,28.5,23.6
2017,9,6,30,22.8
2017,9,7,32.9,24.8
2017,9,8,34.4,26.4
2017,9,9,34.8,26
2017,9,10,34.9,25
2017,9,11,28.4,25.8
2017,9,12,27.2,24.4
2017,9,13,32,25.4
2017,9,14,31.8,25.4
2017,9,15,31.2,24
2017,9,16,33,24.4
2017,9,17,33.7,25.4
2017,9,18,33.1,25
2017,9,19,33.7,24.5
2017,9,20,32.2,25
2017,9,21,33.6,25
2017,9,22,32.8,24
2017,9,23,27,24.6
2017,9,24,33,24.8
2017,9,25,33.4,24.6
2017,9,26,27.8,24.6
2017,9,27,32.4,25.2
2017,9,28,31.2,24.2
2017,9,29,29.8,25.6
2017,9,30,29,25
2017,10,1,30.4,25
2017,10,2,32.6,25.1
2017,10,3,32,23.5
2017,10,4,33.2,25.6
2017,10,5,29.8,25.4
2017,10,6,33.2,24.4
2017,10,7,33,24.5
2017,10,8,31,25
2017,10,9,31,24.4
2017,10,10,33.3,24.6
2017,10,11,32.4,24.8
2017,10,12,30.8,24.2
2017,10,13,29.7,25.3
2017,10,14,27.5,23.6
2017,10,15,30,25.2
2017,10,16,32.6,24.6
2017,10,17,34,26
2017,10,18,33.5,24.3
2017,10,19,31.2,24.6
2017,10,20,33,25.4
2017,10,21,31.6,25
2017,10,22,32.4,24.8
2017,10,23,31.6,24.8
2017,10,24,31,23.4
2017,10,25,31.7,24.8
2017,10,26,31.2,25.4
2017,10,27,32,25.2
2017,10,28,32.4,25
2017,10,29,32.8,25.8
2017,10,30,33,24
2017,10,31,29.4,24.6
2017,11,1,26.2,23.4
2017,11,2,26.2,24.4
2017,11,3,31,24.2
2017,11,4,30.8,23.2
2017,11,5,26.6,23.2
2017,11,6,32.4,25.2
2017,11,7,30.6,25
2017,11,8,32.4,25
2017,11,9,31,22.8
2017,11,10,30.2,24.2
2017,11,11,31.2,24.4
2017,11,12,31.2,24.8
2017,11,13,31.6,25
2017,11,14,32.4,24.4
2017,11,15,32.3,24
2017,11,16,31.7,24.5
2017,11,17,31.1,24.2
2017,11,18,32.6,25
2017,11,19,32.2,24.5
2017,11,20,31,25.2
2017,11,21,31.8,25
2017,11,22,31.4,24.8
2017,11,23,32.6,25.8
2017,11,24,32.4,24.1
2017,11,25,31,25.2
2017,11,26,32,24.2
2017,11,27,32,24.4
2017,11,28,32.2,24.4
2017,11,29,32.3,25.5
2017,11,30,30.8,24.7
2017,12,1,31.3,24.4
2017,12,2,32.4,24.8
2017,12,3,32.2,24.3
2017,12,4,32.9,25
2017,12,5,31.2,24
2017,12,6,31.6,23.8
2017,12,7,32.2,25
2017,12,8,30.4,25.8
2017,12,9,32.2,25.2
2017,12,10,32.2,25.4
2017,12,11,31.4,24.4
2017,12,12,31.4,24.4
2017,12,13,32,23.8
2017,12,14,30.4,22.2
2017,12,15,29,21
2017,12,16,29.6,22.2
2017,12,17,30.4,24.2
2017,12,18,26.2,23.8
2017,12,19,30.2,23
2017,12,20,30.5,24
2017,12,21,29.6,23.4
2017,12,22,31.9,24.6
2017,12,23,31,24.8
2017,12,24,31.8,23.8
2017,12,25,31.6,25
2017,12,26,30.1,25.4
2017,12,27,28.9,24.6
2017,12,28,29.7,22.8
2017,12,29,31.7,21.4
2017,12,30,30,21.8
2017,12,31,29.2,21.5
2018,1,1,30.1,23.4
2018,1,2,29.2,23.4
2018,1,3,30,23.5
2018,1,4,30.1,23.8
2018,1,5,31,24.5
2018,1,6,31.8,23
2018,1,7,32.6,24.4
2018,1,8,31.7,24.8
2018,1,9,33,24
2018,1,10,32.2,23.8
2018,1,11,30.7,22.9
2018,1,12,29.3,22
2018,1,13,29.4,21.8
2018,1,14,29.3,21.4
2018,1,15,29.8,23
2018,1,16,31.4,24
2018,1,17,26.8,23.8
2018,1,18,30.2,24.3
2018,1,19,29.5,23
2018,1,20,30.8,23.6
2018,1,21,30.6,23
2018,1,22,31.2,23.8
2018,1,23,32.2,23.6
2018,1,24,30.2,24
2018,1,25,31.7,24
2018,1,26,32.4,24.4
2018,1,27,28.4,24
2018,1,28,27.6,23.2
2018,1,29,31,24.4
2018,1,30,29.4,22.8
2018,1,31,31.4,23.2
2018,2,1,31.4,23.8
2018,2,2,31.4,22.2
2018,2,3,30.7,23
2018,2,4,30.6,22.2
2018,2,5,29.1,20.9
2018,2,6,28.9,21.2
2018,2,7,30,20.7
2018,2,8,27.8,20.6
2018,2,9,31,22.4
2018,2,10,32.4,23.8
2018,2,11,31.4,23.7
2018,2,12,31.6,22.8
2018,2,13,29.4,22.4
2018,2,14,30.6,23.6
2018,2,15,33,24.2
2018,2,16,34,24
2018,2,17,34.2,23.5
2018,2,18,33.6,23.8
2018,2,19,33.4,23
2018,2,20,33.6,24
2018,2,21,33.9,24.6
2018,2,22,33.7,25.2
2018,2,23,31.6,23.4
2018,2,24,33.4,24.4
2018,2,25,32.8,23.4
2018,2,26,33,24.8
2018,2,27,32.2,24
2018,2,28,33.2,24.6
2018,3,1,34.4,25
2018,3,2,33.2,24.2
2018,3,3,32.4,24.6
2018,3,4,34.2,23.2
2018,3,5,35.6,24.4
2018,3,6,35,24.8
2018,3,7,33,25.6
2018,3,8,33.5,24.5
2018,3,9,32.2,23
2018,3,10,29,20.8
2018,3,11,30,21.7
2018,3,12,31,21.8
2018,3,13,31.3,22.4
2018,3,14,32.4,23.7
2018,3,15,34.2,24.4
2018,3,16,34.6,23.8
2018,3,17,33,23.8
2018,3,18,33.6,24
2018,3,19,34.5,23.6
2018,3,20,34.2,23
2018,3,21,33.8,24.4
2018,3,22,29.4,22
2018,3,23,30.8,21.8
2018,3,24,29.6,21
2018,3,25,32,22.2
2018,3,26,32.2,23.4
2018,3,27,32.2,23
2018,3,28,33.2,24
2018,3,29,32.7,24.2
2018,3,30,33.2,23
2018,3,31,30.2,24.2
2018,4,1,32,23
2018,4,2,31.4,23.6
2018,4,3,31.2,24.8
2018,4,4,32.5,24.6
2018,4,5,31.2,23.4
2018,4,6,34,25.4
2018,4,7,33.4,24
2018,4,8,31.7,23.8
2018,4,9,32.7,25.2
2018,4,10,34.6,24.8
2018,4,11,35,24.8
2018,4,12,34.8,25.2
2018,4,13,35.2,25.4
2018,4,14,34.2,25
2018,4,15,35.4,22.7
2018,4,16,34.6,24.5
2018,4,17,35.2,24.8
2018,4,18,33.3,24.3
2018,4,19,35,24.7
2018,4,20,34.8,25.2
2018,4,21,36.2,26.6
2018,4,22,32.2,25
2018,4,23,34.9,26.3
2018,4,24,36,25.8
2018,4,25,35.4,25.6
2018,4,26,35.2,25
2018,4,27,35.2,25.4
2018,4,28,34.8,25.6
2018,4,29,35.1,26.1
2018,4,30,35.6,26
2018,5,1,34,27.2
2018,5,2,36.4,26.6
2018,5,3,36.9,26.4
2018,5,4,34.6,26.1
2018,5,5,30.3,24.6
2018,5,6,33.6,25
2018,5,7,36.4,27
2018,5,8,35.2,26.2
2018,5,9,35.8,24.6
2018,5,10,35.4,26.2
2018,5,11,35.3,26.2
2018,5,12,35.2,24.2
2018,5,13,35,26
2018,5,14,36.3,27.4
2018,5,15,33.8,27
2018,5,16,34.9,26.8
2018,5,17,36.1,26.1
2018,5,18,35.6,27.6
2018,5,19,35.6,26.5
2018,5,20,36,24.8
2018,5,21,35.6,24
2018,5,22,34.6,25.6
2018,5,23,34.8,26.6
2018,5,24,35.7,26.1
2018,5,25,35,26
2018,5,26,35.2,26.9
2018,5,27,36.1,24.6
2018,5,28,36.4,27.8
2018,5,29,36,27
2018,5,30,35.8,26.8
2018,5,31,35.2,26.8
2018,6,1,35.4,27
2018,6,2,34.8,25
2018,6,3,33.5,25.7
2018,6,4,34.6,27.5
2018,6,5,35.2,24.6
2018,6,6,31.9,25.6
2018,6,7,32.4,25.2
2018,6,8,30.5,25
2018,6,9,28.6,24.5
2018,6,10,27,24.8
2018,6,11,29,24.2
2018,6,12,28.4,24.6
2018,6,13,25.9,23.9
2018,6,14,28.7,23.8
2018,6,15,28.3,23.8
2018,6,16,30.2,24
2018,6,17,30,24.6
2018,6,18,31.3,25.4
2018,6,19,33.5,25.2
2018,6,20,32.6,24.2
2018,6,21,32,24
2018,6,22,31.2,25
2018,6,23,32.6,24.2
2018,6,24,33.2,24.2
2018,6,25,31.6,24.6
2018,6,26,31,24.4
2018,6,27,32.4,24.8
2018,6,28,33.5,25.5
2018,6,29,32.8,25.3
2018,6,30,30,24.6
2018,7,1,30.8,24.4
2018,7,2,31.5,24.2
2018,7,3,30.7,24.2
2018,7,4,31.2,24.4
2018,7,5,31.2,24.4
2018,7,6,31.8,25.6
2018,7,7,31,25
2018,7,8,31.4,24.2
2018,7,9,29.2,24
2018,7,10,30.8,24.8
2018,7,11,29.2,24.3
2018,7,12,27.2,23.9
2018,7,13,30.6,23.9
2018,7,14,28.2,24.5
2018,7,15,31.2,25
2018,7,16,29,24.7
2018,7,17,24.9,24.3
2018,7,18,25.5,24
2018,7,19,28.9,23.2
2018,7,20,27,23.4
2018,7,21,27.2,24.4
2018,7,22,27.8,22.8
2018,7,23,28,24
2018,7,24,30,24.2
2018,7,25,30.2,23.9
2018,7,26,30.1,24.6
2018,7,27,29.8,25
2018,7,28,30.8,24.8
2018,7,29,30.6,24.2
2018,7,30,31.1,24.3
2018,7,31,31.9,24.7
2018,8,1,31.7,25.8
2018,8,2,30.5,25
2018,8,3,31,24.2
2018,8,4,31.2,24.4
2018,8,5,32.4,25
2018,8,6,31.4,24.8
2018,8,7,30.3,24.7
2018,8,8,28.2,24.5
2018,8,9,28,24
2018,8,10,27.3,24.6
2018,8,11,25.4,24.2
2018,8,12,26.8,24.4
2018,8,13,27.2,24.6
2018,8,14,28.7,24.7
2018,8,15,30.8,25.2
2018,8,16,30.4,25
2018,8,17,30,24.6
2018,8,18,30,24.4
2018,8,19,30.4,24.4
2018,8,20,25.5,24.5
2018,8,21,31.3,25
2018,8,22,30.8,25.3
2018,8,23,30.6,25.2
2018,8,24,30.7,23.6
2018,8,25,28,24.3
2018,8,26,27.4,23.6
2018,8,27,31.2,23.7
2018,8,28,32,24.7
2018,8,29,31.5,24
2018,8,30,33,25
2018,8,31,33.8,24.4
2018,9,1,32.2,24.6
2018,9,2,33,24.4
2018,9,3,30.2,24
2018,9,4,30.5,24.1
2018,9,5,32.1,24.6
2018,9,6,33.3,22.7
2018,9,7,25.4,23.4
2018,9,8,31,23.2
2018,9,9,29.4,23.8
2018,9,10,30,24.5
2018,9,11,30.2,23.9
2018,9,12,31,24
2018,9,13,33.8,25.8
2018,9,14,29,24.7
2018,9,15,25.4,23.4
2018,9,16,28.7,24.4
2018,9,17,31,25
2018,9,18,32.9,25.2
2018,9,19,32.7,25.4
2018,9,20,31.2,24.5
2018,9,21,33.1,24.9
2018,9,22,33.4,25
2018,9,23,33.8,25.2
2018,9,24,32.6,24.5
2018,9,25,32.8,24.2
2018,9,26,31.5,24
2018,9,27,33,24.5
2018,9,28,31,24.8
2018,9,29,34.9,25
2018,9,30,32,25.5
2018,10,1,32.8,25.2
2018,10,2,33.1,24.6
2018,10,3,31.4,24.5
2018,10,4,32.2,24.5
2018,10,5,32,23.2
2018,10,6,31.8,25
2018,10,7,32.6,25.2
2018,10,8,33.3,25.5
2018,10,9,33,25.3
2018,10,10,32.5,25.4
2018,10,11,33.2,26
2018,10,12,33.4,25.8
2018,10,13,33.4,25.8
2018,10,14,33.3,25.2
2018,10,15,32.8,25.2
2018,10,16,33.2,25.8
2018,10,17,33,24.2
2018,10,18,33.1,24.8
2018,10,19,32.1,25
2018,10,20,32.8,26
2018,10,21,32.3,24.4
2018,10,22,32.4,24.4
2018,10,23,32.8,25.1
2018,10,24,33,25.4
2018,10,25,33.2,24.6
2018,10,26,33.3,24.4
2018,10,27,33.4,26
2018,10,28,32.6,21.8
2018,10,29,30.6,23.5
2018,10,30,27.8,24.4
2018,10,31,31.4,24.7
2018,11,1,33.1,25.1
2018,11,2,32.3,25
2018,11,3,32.6,25.2
2018,11,4,33,24.8
2018,11,5,31.8,24.8
2018,11,6,31,25.4
2018,11,7,33,24.2
2018,11,8,32.8,24.3
2018,11,9,30.6,25
2018,11,10,31.4,23.6
2018,11,11,32,23.8
2018,11,12,31.9,24.2
2018,11,13,31,24
2018,11,14,32.9,24.2
2018,11,15,32.2,23.2
2018,11,16,31.4,22.8
2018,11,17,32,23.4
2018,11,18,31.3,23
2018,11,19,31.6,23.8
2018,11,20,31,25
2018,11,21,28.2,24.8
2018,11,22,31.4,24.4
2018,11,23,32.4,23
2018,11,24,31.8,24.2
2018,11,25,29,22.6
2018,11,26,31.8,23.4
2018,11,27,32.8,24
2018,11,28,32,24.2
2018,11,29,31.3,24.1
2018,11,30,31,23
2018,12,1,32.4,23.8
2018,12,2,32,23.4
2018,12,3,32.4,24.7
2018,12,4,29.4,25
2018,12,5,32.1,24.2
2018,12,6,32.4,23.9
2018,12,7,32.2,24.6
2018,12,8,32.5,24.8
2018,12,9,31.6,23.4
2018,12,10,32.6,24.2
2018,12,11,32.7,23.8
2018,12,12,31.6,24.5
2018,12,13,31,23.4
2018,12,14,30.6,24
2018,12,15,30.6,24.2
2018,12,16,30.4,23
2018,12,17,30.8,23.2
2018,12,18,31.4,24.2
2018,12,19,30,22.4
2018,12,20,28.6,24.2
2018,12,21,31.7,23.6
2018,12,22,30.9,25.2
2018,12,23,26.8,23.2
2018,12,24,28.2,24.2
2018,12,25,30.8,23.4
2018,12,26,30.3,24
2018,12,27,31.4,24.7
2018,12,28,29,23.2
2018,12,29,24,22.1
2018,12,30,27,23.6
2018,12,31,26.8,23.2
2019,1,1,24.8,22.8
2019,1,2,29.9,23.5
2019,1,3,30,23.4
2019,1,4,30,23
2019,1,5,31.2,22.6
2019,1,6,28.7,20.8
2019,1,7,29.4,22
2019,1,8,29,23
2019,1,9,30.2,23
2019,1,10,29.8,23.6
2019,1,11,30.3,24
2019,1,12,30.8,23.6
2019,1,13,30.4,23.5
2019,1,14,29.9,21.4
2019,1,15,30,22.2
2019,1,16,30,20
2019,1,17,30.1,21.7
2019,1,18,30.4,22
2019,1,19,29.2,22.6
2019,1,20,31,23.2
2019,1,21,31,22.6
2019,1,22,32.1,22.8
2019,1,23,30.1,22.9
2019,1,24,30,22.4
2019,1,25,29.5,21.4
2019,1,26,29,20.2
2019,1,27,28.5,19.6
2019,1,28,28.4,19.9
2019,1,29,28.6,20.2
2019,1,30,29.6,22.2
2019,1,31,28.9,21.2
2019,2,1,29.5,21.7
2019,2,2,28.7,21.1
2019,2,3,31.2,23.6
2019,2,4,31.1,21
2019,2,5,30.4,21.6
2019,2,6,31.7,20
2019,2,7,32.2,20.2
2019,2,8,33.4,21.4
2019,2,9,32.8,22.7
2019,2,10,31.4,22.6
2019,2,11,31.6,21.2
2019,2,12,31.4,22.7
2019,2,13,27.4,21.5
2019,2,14,30.2,20
2019,2,15,31.5,20.6
2019,2,16,33.2,21
2019,2,17,31.8,21.9
2019,2,18,31.7,20
2019,2,19,32.3,21.6
2019,2,20,31.6,19.8
2019,2,21,32,20.3
2019,2,22,31.6,21.8
2019,2,23,30.6,20.4
2019,2,24,32.7,21.4
2019,2,25,31.9,23.2
2019,2,26,31.6,21.2
2019,2,27,31.7,23.1
2019,2,28,31.8,23.2
2019,3,1,32.8,22.4
2019,3,2,32,21
2019,3,3,33.2,22.4
2019,3,4,34,23.9
2019,3,5,32.4,22
2019,3,6,34.1,24.7
2019,3,7,34.2,24.6
2019,3,8,33.4,23.4
2019,3,9,33.6,22.3
2019,3,10,34,22.3
2019,3,11,34.2,22.9
2019,3,12,34.2,24.8
2019,3,13,32.4,23.9
2019,3,14,34.1,25.4
2019,3,15,34.4,23.8
2019,3,16,31.2,22.6
2019,3,17,33.6,23
2019,3,18,33,23.2
2019,3,19,34.8,22.6
2019,3,20,34.6,23
2019,3,21,34.4,23
2019,3,22,34.8,25
2019,3,23,34.8,24.7
2019,3,24,32.8,22.1
2019,3,25,34,22.7
2019,3,26,34,24.4
2019,3,27,33.2,23.8
2019,3,28,34,25.5
2019,3,29,34.1,26.2
2019,3,30,35.4,23.8
2019,3,31,33.6,25.2
2019,4,1,33.6,24.6
2019,4,2,33.8,25.9
2019,4,3,34.4,23.7
2019,4,4,35,24.7
2019,4,5,34,25.7
2019,4,6,33.8,25.3
2019,4,7,35.2,26.3
2019,4,8,36.6,25.6
2019,4,9,33.3,25.8
2019,4,10,37.1,25.5
2019,4,11,35,25.9
2019,4,12,33.2,25.7
2019,4,13,34.2,25.2
2019,4,14,32.8,24.1
2019,4,15,32.4,24
2019,4,16,34.6,25.7
2019,4,17,34,24.4
2019,4,18,35.1,26.2
2019,4,19,34.6,25.4
2019,4,20,35.8,24.7
2019,4,21,35.2,26.4
2019,4,22,35.9,25.8
2019,4,23,34.3,24.6
2019,4,24,36.3,24.8
2019,4,25,36.5,25
2019,4,26,36,24.7
2019,4,27,35,23.8
2019,4,28,35.8,24.8
2019,4,29,35.6,25.4
2019,4,30,35.5,26.8
2019,5,1,35.2,26.2
2019,5,2,34.7,25.1
2019,5,3,33.2,25.6
2019,5,4,31.2,25
2019,5,5,32,25.3
2019,5,6,31.7,24.6
2019,5,7,31.6,25.9
2019,5,8,32.7,24.9
2019,5,9,33.6,24.4
2019,5,10,32.7,25.4
2019,5,11,30.6,23.9
2019,5,12,32.2,25.7
2019,5,13,34.4,26.3
2019,5,14,34.9,25.6
2019,5,15,34.7,25.8
2019,5,16,35.2,27.6
2019,5,17,35.6,26.3
2019,5,18,34.5,26.4
2019,5,19,34.8,26.9
2019,5,20,32.2,25.5
2019,5,21,35,25.3
2019,5,22,33.9,24.8
2019,5,23,34.5,25.5
2019,5,24,34.9,25.6
2019,5,25,33.9,24.6
2019,5,26,33.5,24
2019,5,27,33.6,24.2
2019,5,28,34.4,25.4
2019,5,29,33.6,25.6
2019,5,30,35.5,27
2019,5,31,35.2,26.6
2019,6,1,35.6,26.8
2019,6,2,36.4,26.6
2019,6,3,35.9,26.6
2019,6,4,35.7,27.1
2019,6,5,36.2,26.4
2019,6,6,36.3,26.5
2019,6,7,36.1,26.7
2019,6,8,36.4,26.5
2019,6,9,36.2,26.6
2019,6,10,34.5,26.2
2019,6,11,34.7,25.8
2019,6,12,35,25.3
2019,6,13,31.9,25.8
2019,6,14,33.6,24.9
2019,6,15,30.5,24.8
2019,6,16,34,25.4
2019,6,17,35.3,27.1
2019,6,18,34.4,25.5
2019,6,19,34.3,26.4
2019,6,20,35.5,26.6
2019,6,21,35.3,26
2019,6,22,35.1,25.6
2019,6,23,35.1,23.8
2019,6,24,33.8,24.7
2019,6,25,33.3,24.7
2019,6,26,32.7,25
2019,6,27,29.5,24.2
2019,6,28,29.2,24
2019,6,29,28,24
2019,6,30,31,24.9
2019,7,1,25.2,24
2019,7,2,29.5,24.9
2019,7,3,33.6,24.3
2019,7,4,34.3,24.9
2019,7,5,32.4,24.3
2019,7,6,32.5,24.5
2019,7,7,33.4,24.9
2019,7,8,33.6,24.2
2019,7,9,32.7,24.7
2019,7,10,31.3,24.3
2019,7,11,34,24.6
2019,7,12,33.7,24.6
2019,7,13,33.8,24.3
2019,7,14,33.1,23.2
2019,7,15,30.3,24.9
2019,7,16,29.2,23.7
2019,7,17,29.7,24.1
2019,7,18,31.6,24.9
2019,7,19,30.6,25.3
2019,7,20,30.7,24.9
2019,7,21,32.6,24.1
2019,7,22,34,24.9
2019,7,23,32.9,24.6
2019,7,24,33,24.9
2019,7,25,32.3,24.2
2019,7,26,31.2,25
2019,7,27,31.5,23.4
2019,7,28,29.2,23.8
2019,7,29,26.3,23
2019,7,30,28.2,22.8
2019,7,31,29.3,23.4
2019,8,1,27.1,22.9
2019,8,2,26.3,23.8
2019,8,3,25.8,23.5
2019,8,4,29.1,24.1
2019,8,5,30.6,24.6
2019,8,6,30.7,24.5
2019,8,7,30.3,25.3
2019,8,8,31,24.2
2019,8,9,28.7,25.2
2019,8,10,29.4,25.1
2019,8,11,30.2,24.9
2019,8,12,32.1,25.7
2019,8,13,30.5,24.9
2019,8,14,32.5,25.3
2019,8,15,32.4,24.5
2019,8,16,33.3,24.9
2019,8,17,33.6,25.4
2019,8,18,33.6,24.9
2019,8,19,32,24.6
2019,8,20,32.2,25.2
2019,8,21,31.3,23.4
2019,8,22,31,24
2019,8,23,30.1,23.9
2019,8,24,26.7,23.3
2019,8,25,29.3,24
2019,8,26,32.2,23.6
2019,8,27,28.8,24.3
2019,8,28,29.3,24.6
2019,8,29,28.6,23.8
2019,8,30,29.5,24.6
2019,8,31,30,23.4
2019,9,1,31,24
2019,9,2,29.6,23.8
2019,9,3,28.2,24.5
2019,9,4,33,25.6
2019,9,5,31,24.2
2019,9,6,30.6,25.4
2019,9,7,30.6,25.4
2019,9,8,30,23.8
2019,9,9,25.4,23
2019,9,10,26.9,23.3
2019,9,11,30.8,24.4
2019,9,12,27,22.9
2019,9,13,32.5,24.7
2019,9,14,32.4,24.6
2019,9,15,28,24.7
2019,9,16,30,24.6
2019,9,17,28.6,23.8
2019,9,18,27.8,23.7
2019,9,19,29.7,23.8
2019,9,20,30.4,23.5
2019,9,21,31.4,23
2019,9,22,31.2,23.8
2019,9,23,32.6,25.2
2019,9,24,33.7,25.4
2019,9,25,32.8,25.5
2019,9,26,34.3,26
2019,9,27,33.6,26
2019,9,28,34.4,25.9
2019,9,29,32.8,25.4
2019,9,30,32.6,24.6
2019,10,1,32.2,24
2019,10,2,31.9,21.2
2019,10,3,32.6,24.4
2019,10,4,31.8,23
2019,10,5,32.5,24.8
2019,10,6,30.3,24
2019,10,7,33,24.8
2019,10,8,33.4,25.2
2019,10,9,32.6,24.4
2019,10,10,33.4,24.8
2019,10,11,31.7,24.5
2019,10,12,33,25
2019,10,13,32.5,24.8
2019,10,14,31.6,24.6
2019,10,15,32.1,24.6
2019,10,16,32.8,25.6
2019,10,17,33.8,24.9
2019,10,18,33.8,25.6
2019,10,19,33.4,25.6
2019,10,20,33.4,25
2019,10,21,33,26
2019,10,22,32.8,25
2019,10,23,32.6,25.6
2019,10,24,33,25.1
2019,10,25,33.2,25.2
2019,10,26,33,24.8
2019,10,27,33.9,25.7
2019,10,28,30,25.2
2019,10,29,27.8,24
2019,10,30,29.3,24.7
2019,10,31,32.5,25.3
2019,11,1,31.8,24.6
2019,11,2,31,24.6
2019,11,3,32.4,25
2019,11,4,30.6,24.6
2019,11,5,27.2,24.3
2019,11,6,29.2,23.8
2019,11,7,29.8,23.4
2019,11,8,31.8,24
2019,11,9,31.8,24.4
2019,11,10,28.4,23.6
2019,11,11,31.2,24.2
2019,11,12,31.2,23.9
2019,11,13,30.4,24.6
2019,11,14,32,24.9
2019,11,15,32.5,25.2
2019,11,16,33.2,24.6
2019,11,17,32.8,25
2019,11,18,32.6,24.6
2019,11,19,31.6,24.9
2019,11,20,31.6,23.1
2019,11,21,30,24
2019,11,22,29.7,24.5
2019,11,23,32.3,24.2
2019,11,24,33,24.3
2019,11,25,31.6,24.5
2019,11,26,32.1,24.3
2019,11,27,32.4,24.4
2019,11,28,31,24.6
2019,11,29,31,21.9
2019,11,30,30.6,21.9
2019,12,1,30.4,23.1
2019,12,2,30.7,25.4
2019,12,3,26.8,22.6
2019,12,4,31.3,24.2
2019,12,5,30.9,24.2
2019,12,6,31.2,23
2019,12,7,31.5,22.6
2019,12,8,30,21.5
2019,12,9,30.5,22.3
2019,12,10,30.9,23.1
2019,12,11,31,24.2
2019,12,12,29.6,24.3
2019,12,13,31.6,24
2019,12,14,32,24.6
2019,12,15,31.2,24
2019,12,16,31,23.6
2019,12,17,31.6,22.4
2019,12,18,31.5,23.6
2019,12,19,30.1,23.4
2019,12,20,31,23
2019,12,21,29.9,22.4
2019,12,22,31.9,22.3
2019,12,23,32,22.8
2019,12,24,32.3,24.1
2019,12,25,28.6,23.8
2019,12,26,27.8,24.4
2019,12,27,32,24.1
2019,12,28,30.6,23.4
2019,12,29,29.8,22.3
2019,12,30,30.1,23.3
2019,12,31,31.6,23.9
2020,1,1,30.6,24.3
2020,1,2,31.8,22.2
2020,1,3,30.5,21.4
2020,1,4,31.1,22.8
2020,1,5,29.9,24.3
2020,1,6,29.8,22.6
2020,1,7,31.8,23.5
2020,1,8,32,22.4
2020,1,9,31,22.7
2020,1,10,31,22.1
2020,1,11,31.5,24.2
2020,1,12,31.9,23.3
2020,1,13,30.7,22.8
2020,1,14,30.6,22.5
2020,1,15,31,23
2020,1,16,32.8,23.5
2020,1,17,32.6,24
2020,1,18,32.5,22.8
2020,1,19,31.6,22.9
2020,1,20,30.4,23
2020,1,21,28.5,22
2020,1,22,31.2,22.3
2020,1,23,31.2,23.5
2020,1,24,28.7,23.6
2020,1,25,30,23
2020,1,26,32.4,22.4
2020,1,27,31.5,20.8
2020,1,28,32.3,21.2
2020,1,29,30.3,21.7
2020,1,30,29.9,21.2
2020,1,31,29,20
2020,2,1,29,20
2020,2,2,29.2,19.2
2020,2,3,28.8,19.1
2020,2,4,29.7,21.6
2020,2,5,31.3,23.3
2020,2,6,31.1,23.7
2020,2,7,31.9,23.5
2020,2,8,30.8,24.7
2020,2,9,30,21.6
2020,2,10,28,20.5
2020,2,11,28.2,19.4
2020,2,12,30.6,20.3
2020,2,13,31,21.3
2020,2,14,30.6,22.8
2020,2,15,32.1,20.9
2020,2,16,33.7,23.1
2020,2,17,32.7,23
2020,2,18,30.2,21.2
2020,2,19,31.8,20
2020,2,20,30.2,20.4
2020,2,21,30.9,21.4
2020,2,22,30.9,21.3
2020,2,23,30.8,22.8
2020,2,24,31.4,23.7
2020,2,25,31.9,21.8
2020,2,26,33.1,22.7
2020,2,27,31.2,22.1
2020,2,28,32.1,22.1
2020,2,29,32.8,22
2020,3,1,32.6,23.5
2020,3,2,33.3,22.5
2020,3,3,32.3,23.1
2020,3,4,30.8,22.7
2020,3,5,33.7,23.8
2020,3,6,33.2,23.2
2020,3,7,35.1,25.6
2020,3,8,34.9,25.6
2020,3,9,35.6,25.7
2020,3,10,34,25.4
2020,3,11,33.8,24.8
2020,3,12,33.2,22.5
2020,3,13,35.1,24
2020,3,14,35.3,24.4
2020,3,15,33.9,24.7
2020,3,16,31.8,23.4
2020,3,17,31.6,23.1
2020,3,18,34,21.9
2020,3,19,34.4,24.2
2020,3,20,35.1,24.1
2020,3,21,35.3,24.2
2020,3,22,35.5,24.3
2020,3,23,35.3,24
2020,3,24,34.2,23.8
2020,3,25,34,22.5
2020,3,26,35.2,23.5
2020,3,27,34,24.3
2020,3,28,35.7,25.3
2020,3,29,35.6,23.7
2020,3,30,34,23.8
2020,3,31,34.2,24.4
2020,4,1,36.6,24.9
2020,4,2,35.4,23.5
2020,4,3,35.7,23.6
2020,4,4,36,24.9
2020,4,5,35.2,23.5
2020,4,6,35.2,24.9
2020,4,7,33.9,24.7
2020,4,8,34.8,24.9
2020,4,9,32.9,24.3
2020,4,10,32.8,24.6
2020,4,11,33.4,25.3
2020,4,12,32,24.3
2020,4,13,33.6,24.2
2020,4,14,32,23.8
2020,4,15,32.9,23.9
2020,4,16,35.2,24.3
2020,4,17,33.5,25.6
2020,4,18,33.5,25.4
2020,4,19,34.9,25.6
2020,4,20,36,25.8
2020,4,21,36.4,26.4
2020,4,22,36.1,27.3
